name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Raúl García,Spain,Attack,right,184.0,ES1,Athletic Bilbao,1500000.0,7,0,7,3,2075,38
Jiri Pavlenka,Czech Republic,Goalkeeper,right,196.0,L1,SV Werder Bremen,1500000.0,0,0,0,0,720,32
Cláudio Ramos,Portugal,Goalkeeper,right,183.0,PO1,FC Porto,1500000.0,0,0,0,0,293,33
Marouan Azarkan,Morocco,Attack,left,165.0,NL1,FC Utrecht,1500000.0,3,0,0,1,865,23
Nilson Angulo,Ecuador,Attack,right,183.0,BE1,RSC Anderlecht,1500000.0,1,0,1,0,42,21
Ethan Mbappé,France,Midfield,left,176.0,FR1,Paris Saint-Germain,1500000.0,0,0,0,0,46,18
Sam Vines,United States,Defender,left,177.0,BE1,Royal Antwerp FC,1500000.0,0,0,1,0,352,25
Mahamadou Susoho,Spain,Midfield,right,175.0,GB1,Manchester City,1500000.0,0,0,0,0,14,20
Felipe,Brazil,Defender,right,190.0,GB1,Nottingham Forest,1500000.0,3,0,0,1,583,35
Giannis Michailidis,Greece,Defender,left,188.0,GR1,PAOK Thessaloniki,1500000.0,3,0,0,1,1309,24
Kostyantyn Vivcharenko,Ukraine,Defender,left,178.0,UKR1,Dynamo Kyiv,1500000.0,2,0,0,2,1071,22
Iván Alejo,Spain,Attack,right,186.0,ES1,Cádiz CF,1500000.0,17,0,0,2,1690,30
Lebo Mothiba,South Africa,Attack,right,182.0,FR1,RC Strasbourg Alsace,1500000.0,0,0,3,0,610,29
Giuseppe Caso,Italy,Attack,right,172.0,IT1,Frosinone Calcio,1500000.0,3,0,1,2,547,26
Bruno Langa,Mozambique,Defender,left,178.0,PO1,GD Chaves,1500000.0,6,1,2,0,1985,27
Davy Roef,Belgium,Goalkeeper,right,187.0,BE1,KAA Gent,1500000.0,0,0,0,0,1530,31
Mariano Díaz,Dominican Republic,Attack,right,180.0,ES1,Sevilla FC,1500000.0,2,0,0,1,319,31
Alberto Marí,Spain,Attack,right,183.0,ES1,Valencia CF,1500000.0,0,0,1,1,378,23
Loïc Mbe Soh,France,Defender,right,187.0,NL1,Almere City FC,1500000.0,2,0,1,1,1335,23
Iza Carcelén,Spain,Defender,right,170.0,ES1,Cádiz CF,1500000.0,2,0,0,0,2610,31
Joan Sastre,Spain,Defender,right,174.0,GR1,PAOK Thessaloniki,1500000.0,2,0,2,4,1695,27
Leart Paçarada,Kosovo,Defender,left,184.0,L1,1.FC Köln,1500000.0,1,0,0,0,1283,30
Javi Montero,Spain,Defender,left,185.0,TR1,Besiktas JK,1500000.0,10,0,1,1,2761,26
Rémy Descamps,France,Goalkeeper,left,196.0,FR1,FC Nantes,1500000.0,1,0,0,0,540,28
Manu Trigueros,Spain,Midfield,right,178.0,ES1,Villarreal CF,1500000.0,0,0,3,0,854,33
José Luis Morales,Spain,Attack,right,180.0,ES1,Villarreal CF,1500000.0,0,0,10,1,1504,37
Hugo Souza,Brazil,Goalkeeper,right,199.0,PO1,GD Chaves,1500000.0,5,0,0,0,2430,26
Gerson Rodrigues,Luxembourg,Attack,right,188.0,TR1,Sivasspor,1500000.0,2,0,2,0,669,29
Francisco Calvo,Costa Rica,Defender,left,183.0,TR1,Konyaspor,1500000.0,4,0,0,0,1450,32
Paulo Oliveira,Portugal,Defender,right,187.0,PO1,SC Braga,1500000.0,8,0,0,2,2081,33
Ibrahim Cissoko,Netherlands,Attack,right,188.0,FR1,FC Toulouse,1500000.0,1,0,1,1,320,21
Darko Lazović,Serbia,Midfield,right,181.0,IT1,Hellas Verona,1500000.0,0,1,3,2,2025,34
Andries Noppert,Netherlands,Goalkeeper,left,203.0,NL1,SC Heerenveen,1500000.0,0,0,0,0,1980,30
Emil Hansson,Sweden,Attack,right,172.0,NL1,Heracles Almelo,1500000.0,2,0,5,6,1924,26
Fernando Muslera,Uruguay,Goalkeeper,right,190.0,TR1,Galatasaray,1400000.0,4,0,0,0,4560,38
Marc Cardona,Spain,Attack,right,182.0,ES1,UD Las Palmas,1400000.0,5,0,4,2,832,29
Liam Henderson,Scotland,Midfield,right,183.0,IT1,FC Empoli,1400000.0,0,0,0,0,72,28
Mustafa Eskihellaç,Türkiye,Attack,right,175.0,TR1,Gaziantep FK,1400000.0,5,0,2,4,3069,27
Gian Marco Ferrari,Italy,Defender,left,189.0,IT1,US Sassuolo,1400000.0,4,0,1,0,2359,32
Rick van Drongelen,Netherlands,Defender,left,188.0,TR1,Samsunspor,1400000.0,6,0,3,0,2396,26
Kiko Femenía,Spain,Defender,right,174.0,ES1,Villarreal CF,1400000.0,9,0,0,1,2005,34
Valdemar Lund,Denmark,Defender,left,193.0,DK1,FC Copenhagen,1400000.0,2,0,1,0,659,21
Halil Akbunar,Türkiye,Attack,left,170.0,TR1,Pendikspor,1400000.0,2,1,5,3,2812,31
Gustavo Marques,Brazil,Defender,right,189.0,PO1,SL Benfica,1400000.0,0,0,0,0,2,23
Rubén Sobrino,Spain,Attack,right,185.0,ES1,Cádiz CF,1400000.0,8,1,0,1,1675,32
Filip Damjanovic,Serbia,Defender,right,188.0,TR1,Konyaspor,1400000.0,2,0,0,0,881,26
Dimitrios Kourbelis,Greece,Midfield,right,181.0,TR1,Fatih Karagümrük,1400000.0,6,0,0,0,1175,31
Gennaro Borrelli,Italy,Attack,right,194.0,IT1,Frosinone Calcio,1400000.0,0,0,0,0,88,24
Darko Brasanac,Serbia,Midfield,right,178.0,ES1,CA Osasuna,1400000.0,0,0,0,0,123,33
Ørjan Nyland,Norway,Goalkeeper,right,192.0,ES1,Sevilla FC,1400000.0,1,0,0,0,2520,34
Gustavo Sauer,Brazil,Attack,left,181.0,TR1,Caykur Rizespor,1400000.0,4,0,1,1,1539,31
Nico Serrano,Spain,Attack,left,176.0,NL1,PEC Zwolle,1400000.0,1,0,0,1,189,21
Federico Di Francesco,Italy,Attack,right,171.0,IT1,US Lecce,1400000.0,0,0,1,0,31,30
Renaldo Cephas,Jamaica,Attack,right,179.0,TR1,MKE Ankaragücü,1300000.0,5,0,7,3,1975,25
Ivan Oleynikov,Russia,Attack,right,178.0,RU1,Akhmat Grozny,1300000.0,3,0,4,5,2052,26
Ernest Poku,Netherlands,Attack,right,176.0,NL1,AZ Alkmaar,1300000.0,1,0,2,4,911,21
Hamza Mendyl,Morocco,Defender,left,179.0,BE1,Oud-Heverlee Leuven,1300000.0,10,0,3,1,1512,27
Luan Peres,Brazil,Defender,left,190.0,TR1,Fenerbahce,1300000.0,1,0,0,0,270,30
Alassane Ndao,Senegal,Attack,right,176.0,TR1,Istanbulspor,1300000.0,3,0,3,4,2848,28
Arthur Zagré,France,Defender,left,168.0,NL1,Excelsior Rotterdam,1300000.0,6,1,1,4,2527,23
Emre Akbaba,Türkiye,Midfield,left,180.0,TR1,Adana Demirspor,1300000.0,6,0,8,2,3188,32
Carlos Alberto,Brazil,Attack,right,181.0,BE1,RWD Molenbeek,1300000.0,0,0,2,0,664,22
Julian Baas,Netherlands,Midfield,right,184.0,NL1,Excelsior Rotterdam,1300000.0,8,0,3,2,3218,22
Fredrik Gulbrandsen,Norway,Attack,right,175.0,TR1,Adana Demirspor,1300000.0,0,0,2,0,272,32
Gonçalo Esteves,Portugal,Defender,right,176.0,NL1,AZ Alkmaar,1300000.0,0,0,0,1,77,20
Mamadou Coulibaly,Senegal,Midfield,right,183.0,IT1,US Salernitana 1919,1300000.0,0,0,0,0,162,26
Uğur Çiftçi,Türkiye,Defender,left,179.0,TR1,Sivasspor,1300000.0,10,0,0,3,3208,32
Norbert Gyömbér,Slovakia,Defender,right,189.0,IT1,US Salernitana 1919,1300000.0,9,0,0,0,1986,32
Milad Mohammadi,Iran,Defender,left,178.0,GR1,AEK Athens,1300000.0,4,0,1,0,1957,31
Mert Hakan Yandaş,Türkiye,Midfield,right,174.0,TR1,Fenerbahce,1300000.0,6,0,2,4,783,30
Andre Gray,Jamaica,Attack,right,178.0,GR1,Aris Thessaloniki,1300000.0,0,0,0,0,59,33
Luca Caldirola,Italy,Defender,left,186.0,IT1,AC Monza,1300000.0,7,0,1,1,2229,34
Martin Boyle,Australia,Attack,right,172.0,SC1,Hibernian FC,1300000.0,7,0,7,4,2517,31
Pione Sisto,Denmark,Attack,right,172.0,TR1,Alanyaspor,1300000.0,1,0,1,0,662,30
Eyüp Aydın,Germany,Midfield,both,181.0,TR1,Galatasaray,1300000.0,0,0,0,1,40,20
Guy-Marcelin Kilama,Cameroon,Defender,right,182.0,TR1,Hatayspor,1300000.0,4,0,2,1,3136,25
Stefan Mitrovic,Serbia,Defender,right,189.0,ES1,Getafe CF,1300000.0,5,0,1,1,1290,34
Massanga Matondo,Congo,Midfield,right,172.0,TR1,Hatayspor,1300000.0,4,0,3,0,2289,25
Bas Kuipers,Netherlands,Defender,left,180.0,NL1,Go Ahead Eagles,1300000.0,7,0,5,5,3253,30
Wilson Manafá,Portugal,Defender,right,177.0,ES1,Granada CF,1300000.0,1,0,0,1,331,30
Mike Eerdhuijzen,Netherlands,Defender,left,194.0,NL1,Sparta Rotterdam,1300000.0,1,0,1,0,1321,24
Dylan Bronn,Tunisia,Defender,right,185.0,IT1,US Salernitana 1919,1300000.0,0,0,0,0,229,29
Bartosz Bereszyński,Poland,Defender,right,183.0,IT1,FC Empoli,1300000.0,3,0,0,1,1795,32
Shawn Adewoye,Belgium,Defender,right,183.0,NL1,RKC Waalwijk,1300000.0,1,1,1,0,2429,24
Benito Raman,Belgium,Attack,right,172.0,TR1,Samsunspor,1300000.0,3,0,0,1,705,30
Franck Surdez,Switzerland,Attack,right,188.0,BE1,KAA Gent,1300000.0,0,0,0,0,52,22
Jasper Cillessen,Netherlands,Goalkeeper,right,187.0,NL1,NEC Nijmegen,1300000.0,1,0,0,0,2851,35
Sandy Walsh,Indonesia,Defender,right,185.0,BE1,KV Mechelen,1300000.0,3,0,0,1,1526,29
Alen Halilovic,Croatia,Midfield,left,169.0,NL1,Fortuna Sittard,1300000.0,1,0,5,2,2316,28
Endri Cekici,Albania,Midfield,both,178.0,TR1,Pendikspor,1300000.0,4,0,1,2,822,28
Petar Stojanović,Slovenia,Defender,right,178.0,IT1,FC Empoli,1300000.0,0,0,0,0,22,29
Sander van de Streek,Netherlands,Midfield,right,180.0,TR1,Antalyaspor,1300000.0,3,1,2,2,1856,31
Jasper Schendelaar,Netherlands,Goalkeeper,right,186.0,NL1,PEC Zwolle,1300000.0,1,0,0,0,2880,24
Owen Beck,Wales,Defender,left,177.0,SC1,Dundee FC,1250000.0,8,0,2,4,2240,22
Evert Linthorst,Netherlands,Midfield,right,187.0,NL1,Go Ahead Eagles,1200000.0,0,0,1,1,2527,24
Mats Deijl,Netherlands,Defender,right,181.0,NL1,Go Ahead Eagles,1200000.0,2,0,1,4,3081,27
Martín Aguirregabiria,Spain,Defender,right,180.0,PO1,FC Famalicão,1200000.0,4,0,0,1,1292,28
Lucas Chaves,Argentina,Goalkeeper,right,182.0,GR1,Panetolikos GFS,1200000.0,0,0,0,0,465,29
Maryan Shved,Ukraine,Attack,left,171.0,UKR1,Shakhtar Donetsk,1200000.0,0,0,3,2,603,27
Saevar Atli Magnússon,Iceland,Attack,right,177.0,DK1,Lyngby BK,1200000.0,3,0,2,4,1701,24
Filippo Melegoni,Italy,Midfield,right,186.0,IT1,Genoa CFC,1200000.0,0,0,0,0,68,25
Lukas Daschner,Germany,Midfield,both,185.0,L1,VfL Bochum,1200000.0,2,0,1,1,570,26
Djevencio van der Kust,Suriname,Defender,left,178.0,NL1,Sparta Rotterdam,1200000.0,3,0,1,6,2683,23
Kaide Gordon,England,Attack,left,173.0,GB1,Liverpool FC,1200000.0,0,0,0,0,77,20
Florian Müller,Germany,Goalkeeper,left,190.0,L1,SC Freiburg,1200000.0,0,0,0,0,90,27
Aytaç Kara,Türkiye,Midfield,right,188.0,TR1,Kasimpasa,1200000.0,4,0,14,4,3250,31
Mathias Honsak,Austria,Attack,left,188.0,L1,SV Darmstadt 98,1200000.0,1,0,1,1,1089,28
Murilo de Souza,Brazil,Attack,left,177.0,PO1,Gil Vicente FC,1200000.0,3,0,4,5,1999,30
Anass Salah-Eddine,Netherlands,Defender,left,181.0,NL1,Ajax Amsterdam,1200000.0,0,0,0,2,333,23
Konstantinos Galanopoulos,Greece,Midfield,right,172.0,GR1,AEK Athens,1200000.0,4,0,1,1,609,27
Cemali Sertel,Türkiye,Defender,left,186.0,TR1,Hatayspor,1200000.0,1,0,0,1,1320,25
Niklas Vesterlund,Denmark,Defender,right,185.0,NL1,FC Utrecht,1200000.0,1,0,0,1,269,25
Mario Dorgeles,Cote d'Ivoire,Midfield,left,177.0,DK1,FC Nordsjaelland,1200000.0,0,0,1,0,724,20
Erik Palmer-Brown,United States,Defender,right,186.0,GR1,Panathinaikos FC,1200000.0,0,0,0,0,138,27
Nazinho,Portugal,Defender,left,180.0,BE1,Cercle Brugge,1200000.0,5,0,1,0,1134,21
Harrison Ashby,Scotland,Defender,right,179.0,GB1,Newcastle United,1200000.0,1,0,0,0,76,23
Isaac Mbenza,Belgium,Attack,right,188.0,BE1,R Charleroi SC,1200000.0,3,0,1,3,1579,28
Pejiño,Spain,Attack,left,178.0,ES1,UD Las Palmas,1200000.0,1,0,2,0,674,28
Andrew Hjulsager,Denmark,Midfield,right,175.0,BE1,KAA Gent,1200000.0,2,0,1,0,925,30
Vladislav Shitov,Russia,Attack,left,177.0,RU1,Krylya Sovetov Samara,1200000.0,0,0,4,4,1748,21
Anders Klynge,Denmark,Midfield,right,175.0,DK1,Silkeborg IF,1200000.0,4,0,3,5,2504,24
Jeremy Petris,France,Defender,right,183.0,BE1,R Charleroi SC,1200000.0,4,0,0,1,980,27
Marcão,Brazil,Attack,both,196.0,TR1,Fatih Karagümrük,1200000.0,5,0,7,1,1214,30
Salvi Sánchez,Spain,Attack,right,170.0,ES1,Rayo Vallecano,1200000.0,0,0,2,1,225,33
Luca Garritano,Italy,Midfield,right,172.0,IT1,Frosinone Calcio,1200000.0,1,0,0,1,679,31
João Carvalho,Portugal,Midfield,right,172.0,GR1,Olympiacos Piraeus,1200000.0,1,0,0,2,757,27
Joris Kramer,Netherlands,Defender,left,187.0,NL1,Go Ahead Eagles,1200000.0,2,0,2,0,2799,28
Louicius Don Deedson,Haiti,Attack,left,178.0,DK1,Odense Boldklub,1200000.0,4,0,8,0,1275,24
Islam Slimani,Algeria,Attack,right,188.0,BE1,KV Mechelen,1200000.0,1,0,0,2,407,36
Mamadou Fall,Senegal,Attack,right,184.0,TR1,Kasimpasa,1200000.0,4,0,8,5,2858,33
Carlos Mané,Guinea-Bissau,Attack,right,173.0,TR1,Kayserispor,1200000.0,2,0,5,2,1133,30
Lamine Diack,Senegal,Midfield,right,186.0,FR1,FC Nantes,1200000.0,0,0,0,0,1,24
Zidan Sertdemir,Denmark,Midfield,left,186.0,DK1,FC Nordsjaelland,1200000.0,0,0,0,1,258,20
Kolbeinn Finnsson,Iceland,Defender,left,181.0,DK1,Lyngby BK,1200000.0,8,0,2,2,1963,25
Jakub Jankto,Czech Republic,Midfield,left,184.0,IT1,Cagliari Calcio,1200000.0,0,0,1,2,987,29
Oumar Sako,Niger,Defender,right,191.0,RU1,FC Rostov,1200000.0,6,0,0,1,1199,28
Erdoğan Yeşilyurt,Türkiye,Defender,both,175.0,TR1,Antalyaspor,1200000.0,8,1,3,3,2485,31
Christopher Antwi-Adjei,Ghana,Attack,right,174.0,L1,VfL Bochum,1200000.0,5,0,2,2,1304,31
Nayel Mehssatou,Chile,Defender,right,173.0,BE1,KV Kortrijk,1200000.0,6,0,0,1,1934,22
Tamerlan Musaev,Russia,Attack,right,186.0,RU1,Baltika Kaliningrad,1200000.0,5,0,10,5,2206,23
Jonathan Panzo,England,Defender,left,188.0,BE1,Standard Liège,1200000.0,1,0,0,0,218,24
Mike van der Hoorn,Netherlands,Defender,right,190.0,NL1,FC Utrecht,1200000.0,5,0,2,0,1739,32
Dejan Lovren,Croatia,Defender,right,188.0,FR1,Olympique Lyon,1200000.0,2,1,0,0,721,35
Marnon Busch,Germany,Defender,right,182.0,L1,1.FC Heidenheim 1846,1200000.0,1,0,0,2,681,30
Andrej Djokanovic,Bosnia-Herzegovina,Midfield,right,180.0,TR1,MKE Ankaragücü,1200000.0,1,0,0,0,612,23
Daniel Jr,Brazil,Midfield,left,174.0,RU1,Akhmat Grozny,1200000.0,2,0,0,2,278,22
Bill Antonio,Zimbabwe,Attack,right,177.0,BE1,KV Mechelen,1200000.0,0,0,3,0,576,22
Aliou Badji,Senegal,Attack,right,189.0,TR1,Gaziantep FK,1200000.0,2,0,1,0,328,27
Patrick Pflücke,Germany,Attack,left,170.0,BE1,KV Mechelen,1200000.0,1,0,4,4,1154,28
Edoardo Goldaniga,Italy,Defender,right,193.0,IT1,Cagliari Calcio,1200000.0,3,0,0,0,1014,31
Mert Günok,Türkiye,Goalkeeper,right,196.0,TR1,Besiktas JK,1200000.0,4,1,0,0,3084,35
Nikola Maras,Serbia,Defender,right,189.0,ES1,Deportivo Alavés,1200000.0,0,0,0,0,194,29
Moritz-Broni Kwarteng,Germany,Midfield,both,175.0,L1,VfL Bochum,1200000.0,1,1,0,1,267,26
Taha Şahin,Türkiye,Defender,right,178.0,TR1,Caykur Rizespor,1200000.0,6,0,0,4,2945,24
Alexander Busch,Denmark,Defender,right,190.0,DK1,Silkeborg IF,1200000.0,4,0,0,0,1688,21
Choco Lozano,Honduras,Attack,right,183.0,ES1,Getafe CF,1200000.0,2,0,4,4,959,31
Aleksey Sutormin,Russia,Attack,right,188.0,RU1,FC Sochi,1200000.0,2,0,2,3,909,31
Renato Gojkovic,Bosnia-Herzegovina,Defender,right,195.0,RU1,FC Orenburg,1200000.0,7,0,0,0,1619,29
Miguel,Brazil,Midfield,right,174.0,RU1,FC Sochi,1200000.0,1,0,2,5,1126,21
Bogdan Lednev,Ukraine,Midfield,left,173.0,UKR1,SC Dnipro-1,1200000.0,3,0,4,0,2053,26
Éder Balanta,Colombia,Midfield,left,180.0,BE1,Club Brugge KV,1200000.0,3,0,0,0,490,31
Nico Mantl,Germany,Goalkeeper,right,193.0,DK1,Viborg FF,1200000.0,0,0,0,0,450,25
Oscar Schwartau,Denmark,Attack,right,186.0,DK1,Bröndby IF,1200000.0,1,0,1,0,289,18
Vinícius,Brazil,Goalkeeper,right,195.0,PO1,Portimonense SC,1200000.0,2,0,0,0,1620,30
Unai García,Spain,Defender,right,186.0,ES1,CA Osasuna,1200000.0,5,0,1,0,559,33
Ignasi Miquel,Spain,Defender,left,189.0,ES1,Granada CF,1200000.0,5,0,1,1,3006,32
Adrian Grbic,Austria,Attack,left,188.0,FR1,FC Lorient,1200000.0,0,0,0,0,30,28
Ivan Brnic,Croatia,Attack,right,173.0,GR1,Olympiacos Piraeus,1200000.0,0,0,2,1,625,23
Iván Villar,Spain,Goalkeeper,right,186.0,ES1,Celta de Vigo,1200000.0,0,1,0,0,1375,27
Alex Suárez,Spain,Defender,right,180.0,ES1,UD Las Palmas,1200000.0,8,0,2,0,2748,31
Pedrão,Brazil,Defender,right,194.0,PO1,Portimonense SC,1200000.0,8,1,3,1,2679,27
Lorenzo Venuti,Italy,Defender,right,179.0,IT1,US Lecce,1200000.0,1,0,0,0,447,29
Maestro,Angola,Midfield,right,173.0,TR1,Adana Demirspor,1200000.0,3,0,0,1,1124,21
Timur Suleymanov,Russia,Attack,both,183.0,RU1,FC Pari Nizhniy Novgorod,1200000.0,4,0,13,2,1686,24
Lazar Markovic,Serbia,Attack,right,175.0,TR1,Gaziantep FK,1200000.0,7,0,3,5,1547,30
Gary Magnée,Belgium,Defender,right,175.0,BE1,KAS Eupen,1200000.0,3,0,2,4,1964,25
Niklas Pyyhtiä,Finland,Midfield,left,188.0,IT1,Bologna FC 1909,1200000.0,0,0,0,0,61,21
Keita Baldé,Senegal,Attack,both,178.0,RU1,Spartak Moscow,1200000.0,1,0,0,1,278,29
Doğucan Haspolat,Türkiye,Midfield,right,177.0,TR1,Trabzonspor,1200000.0,3,0,0,0,554,25
Jure Balkovec,Slovenia,Defender,left,185.0,TR1,Alanyaspor,1200000.0,7,0,3,0,2123,30
Joe Bell,New Zealand,Midfield,right,182.0,DK1,Bröndby IF,1200000.0,0,0,0,0,9,25
Jessy Deminguet,France,Midfield,left,178.0,FR1,RC Strasbourg Alsace,1200000.0,1,0,0,0,689,27
Carlinhos,Brazil,Midfield,right,179.0,PO1,Portimonense SC,1200000.0,12,0,11,6,3032,30
Scott Wright,Scotland,Attack,right,176.0,SC1,Rangers FC,1200000.0,2,0,1,0,914,27
Gauthier Gallon,France,Goalkeeper,right,187.0,FR1,Stade Rennais FC,1200000.0,0,0,0,0,90,31
Imanol García de Albéniz,Spain,Defender,left,177.0,ES1,Athletic Bilbao,1200000.0,3,0,0,0,613,24
Jon Ander Olasagasti,Spain,Midfield,left,176.0,ES1,Real Sociedad,1200000.0,3,0,0,1,540,24
Jordi Mboula,Spain,Attack,right,183.0,IT1,Hellas Verona,1200000.0,0,0,1,1,483,25
Béni Makouana,Congo,Attack,right,182.0,UKR1,Polissya Zhytomyr,1200000.0,2,0,4,3,1575,22
Arnaud Lusamba,DR Congo,Midfield,right,180.0,TR1,Pendikspor,1200000.0,7,0,0,3,2026,28
Ignacio Saavedra,Chile,Midfield,right,174.0,RU1,FC Sochi,1200000.0,4,0,1,0,1016,26
Alex Matos,England,Midfield,right,175.0,GB1,Chelsea FC,1200000.0,1,0,0,0,62,20
Urko González de Zarate,Spain,Midfield,right,189.0,ES1,Real Sociedad,1200000.0,1,0,0,0,364,23
Fraser Hornby,Scotland,Attack,right,195.0,L1,SV Darmstadt 98,1200000.0,1,0,0,0,303,25
Nikolas Dyhr,Denmark,Defender,left,179.0,DK1,FC Midtjylland,1200000.0,1,0,0,1,719,23
Roger Martí,Spain,Attack,right,179.0,ES1,Cádiz CF,1200000.0,3,0,2,3,1369,34
Gerasimos Mitoglou,Greece,Defender,right,195.0,GR1,AEK Athens,1200000.0,3,0,0,0,920,25
Khusniddin Alikulov,Uzbekistan,Defender,right,186.0,TR1,Caykur Rizespor,1200000.0,4,0,0,0,1304,25
Joel Fameyeh,Ghana,Attack,right,180.0,RU1,Rubin Kazan,1200000.0,3,0,4,1,1253,27
Ahmed Hassan,Egypt,Attack,right,191.0,TR1,Pendikspor,1200000.0,1,0,6,2,994,31
Alexander Callens,Peru,Defender,left,186.0,GR1,AEK Athens,1200000.0,6,0,1,0,1544,32
Oleg Kozhushko,Ukraine,Attack,right,173.0,UKR1,Kryvbas Kryvyi Rig,1200000.0,5,0,9,4,1673,26
Brian Mansilla,Argentina,Attack,left,178.0,RU1,FC Orenburg,1200000.0,6,1,3,4,2211,27
Danny da Costa,Germany,Defender,right,187.0,L1,1.FSV Mainz 05,1200000.0,1,0,0,1,936,31
Kirill Kaplenko,Belarus,Midfield,right,190.0,RU1,FC Orenburg,1200000.0,3,0,2,2,1784,25
Domagoj Vida,Croatia,Defender,right,184.0,GR1,AEK Athens,1200000.0,5,0,6,0,2595,35
Luca Pfeiffer,Germany,Attack,right,196.0,L1,SV Darmstadt 98,1200000.0,3,0,1,4,1626,28
Bart Schenkeveld,Netherlands,Defender,right,184.0,GR1,Panathinaikos FC,1200000.0,2,1,0,0,2000,33
Lefteris Lyratzis,Greece,Defender,right,178.0,GR1,Asteras Aktor,1200000.0,0,0,0,0,444,24
Jordan Amavi,France,Defender,left,176.0,FR1,Stade Brestois 29,1200000.0,1,0,1,0,91,30
Karol Angielski,Poland,Attack,left,181.0,GR1,Atromitos Athens,1200000.0,1,0,10,0,1376,28
Siebe Horemans,Belgium,Defender,right,186.0,NL1,Excelsior Rotterdam,1200000.0,5,1,4,3,3357,26
Saúl Guarirapa,Venezuela,Attack,right,189.0,RU1,FC Sochi,1200000.0,3,0,9,1,843,22
Noah Adedeji-Sternberg,Belgium,Attack,right,182.0,BE1,KRC Genk,1200000.0,0,0,0,0,17,19
Dimitry Bertaud,DR Congo,Goalkeeper,right,180.0,FR1,Montpellier HSC,1200000.0,0,0,0,0,360,26
Bryan Acosta,Honduras,Midfield,right,175.0,TR1,Gaziantep FK,1200000.0,0,0,0,0,41,31
Theocharis Tsingaras,Greece,Midfield,right,175.0,GR1,PAOK Thessaloniki,1200000.0,2,0,1,1,1082,24
Jens Stryger Larsen,Denmark,Defender,right,182.0,TR1,Trabzonspor,1200000.0,2,0,0,0,1004,33
Álex Centelles,Spain,Defender,left,185.0,ES1,UD Almería,1200000.0,2,0,0,1,1069,25
Rafa Soares,Portugal,Defender,left,177.0,GR1,PAOK Thessaloniki,1200000.0,2,0,2,1,1131,29
Sanjin Prcic,Bosnia-Herzegovina,Midfield,right,181.0,FR1,RC Strasbourg Alsace,1200000.0,0,0,0,0,88,31
Tuur Rommens,Belgium,Defender,left,185.0,BE1,KVC Westerlo,1200000.0,1,1,1,2,943,21
Benhur Keser,Türkiye,Attack,right,185.0,TR1,Caykur Rizespor,1200000.0,3,0,4,4,1542,28
Javi Martínez,Spain,Midfield,right,181.0,ES1,CA Osasuna,1200000.0,0,0,0,0,57,25
Tomoki Iwata,Japan,Midfield,right,178.0,SC1,Celtic FC,1200000.0,1,0,1,2,1038,27
Oliver Bundgaard,Denmark,Defender,left,182.0,DK1,Viborg FF,1200000.0,3,0,1,1,2129,23
Jaydon Banel,Netherlands,Attack,right,172.0,NL1,Ajax Amsterdam,1200000.0,0,0,0,1,93,20
Marco Tilio,Australia,Attack,left,170.0,SC1,Celtic FC,1200000.0,0,0,0,0,28,23
Frankie Kent,England,Defender,right,188.0,SC1,Heart of Midlothian FC,1200000.0,4,0,1,3,3330,29
Bailey Peacock-Farrell,Northern Ireland,Goalkeeper,left,194.0,DK1,Aarhus GF,1200000.0,1,1,0,0,1790,28
Moussa Sissoko,France,Midfield,right,187.0,FR1,FC Nantes,1200000.0,7,0,0,0,1824,35
Braydon Manu,Ghana,Attack,both,170.0,L1,SV Darmstadt 98,1200000.0,1,0,0,0,216,27
Samuel Bastien,DR Congo,Midfield,right,175.0,TR1,Kasimpasa,1100000.0,0,0,0,0,216,28
Garry Rodrigues,Cape Verde,Attack,right,173.0,TR1,MKE Ankaragücü,1100000.0,3,0,2,4,804,34
Emanuel Vignato,Italy,Attack,right,175.0,IT1,US Salernitana 1919,1100000.0,1,0,0,1,308,24
Mijo Caktas,Croatia,Midfield,right,179.0,TR1,Sivasspor,1100000.0,1,0,2,0,679,32
Tonio Teklic,Croatia,Midfield,left,182.0,TR1,Fatih Karagümrük,1100000.0,3,0,0,1,447,25
Filip Jagiello,Poland,Midfield,both,180.0,IT1,Genoa CFC,1100000.0,0,0,0,0,94,27
Pablo Pagis,France,Attack,both,180.0,FR1,FC Lorient,1000000.0,1,0,0,0,167,22
Omari Kellyman,England,Midfield,left,191.0,GB1,Aston Villa,1000000.0,0,0,0,1,125,19
Siriné Doucouré,Mali,Attack,right,193.0,FR1,FC Lorient,1000000.0,2,0,1,3,422,22
Nathan Fraser,Ireland,Attack,right,188.0,GB1,Wolverhampton Wanderers,1000000.0,1,0,1,0,294,19
Justin Lonwijk,Suriname,Midfield,right,189.0,NL1,Fortuna Sittard,1000000.0,3,0,3,3,1149,25
Davide Bartesaghi,Italy,Defender,left,193.0,IT1,AC Milan,1000000.0,0,0,0,0,86,19
Davide Bettella,Italy,Defender,right,185.0,IT1,AC Monza,1000000.0,0,0,0,0,2,24
Jordhy Thompson,Chile,Attack,left,161.0,RU1,FC Orenburg,1000000.0,0,0,2,1,780,20
Luke Harris,Wales,Midfield,right,177.0,GB1,Fulham FC,1000000.0,0,0,0,0,74,19
